Date,Close,High,Low,Open,Volume
,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
2025-07-04,1989.300048828125,2003.5,1980.0,1987.0999755859375,3931972
2025-07-07,1987.4000244140625,1998.4000244140625,1983.800048828125,1989.0,5674713
2025-07-08,2001.4000244140625,2005.0,1977.0,1977.0,7612158
2025-07-09,2011.199951171875,2013.800048828125,1998.0999755859375,2007.0,6930714
2025-07-10,2006.199951171875,2017.0,2000.0,2016.0,8515155
2025-07-11,1983.699951171875,2004.800048828125,1980.9000244140625,1998.0,6258461
2025-07-14,1983.0,1988.699951171875,1970.5999755859375,1983.0,6544425
2025-07-15,1995.5,2003.5999755859375,1973.0,1973.0,7249084
2025-07-16,1996.300048828125,2022.699951171875,1992.5999755859375,2018.0,8997306
2025-07-17,1986.9000244140625,2004.800048828125,1982.699951171875,2004.0,11264579
2025-07-18,1957.4000244140625,1997.0,1953.0,1986.9000244140625,8064723
2025-07-21,2000.5,2002.0,1976.5,1978.199951171875,11154539
2025-07-22,2007.0999755859375,2018.0,2003.0,2013.0999755859375,7418407
2025-07-23,2024.300048828125,2029.800048828125,2003.0,2011.0,6817458
2025-07-24,2014.199951171875,2037.699951171875,2008.4000244140625,2037.699951171875,9553588
2025-07-25,2004.5999755859375,2015.0,1999.0,2015.0,4653299
2025-07-28,2008.5,2021.4000244140625,2000.5,2003.0,6029790
2025-07-29,2021.5999755859375,2026.5,1996.300048828125,1999.9000244140625,9947848
2025-07-30,2025.800048828125,2032.5999755859375,2017.0,2028.0,7577018
2025-07-31,2018.199951171875,2031.4000244140625,2008.0,2014.5999755859375,11091516
2025-08-01,2012.199951171875,2028.300048828125,2009.300048828125,2014.0,5658629
2025-08-04,1992.0,2018.5,1988.0999755859375,2010.0999755859375,6966973
2025-08-05,1977.5999755859375,1994.4000244140625,1965.5,1986.5,11989029
2025-08-06,1985.300048828125,1988.0,1970.0,1971.0999755859375,7040102
